flight_id,date,carrier,origin,dest,sched_dep_local,delay_risk,delayed_15,delay_cause,prev_arr_delay_min,turnaround_buffer_min,inbound_delay_after_buffer_min,snowfall_cm,precip_mm,wind_gust_kmh,departures_origin_hour,origin_hour_congestion_pctile
2015-01-11_AA1670,2015-01-11,AA,ORD,BOS,14:00,0.4573930257417847,1,carrier,0.0,,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_OO6459,2015-01-11,OO,ORD,OMA,11:55,0.45732926051228834,0,none,-9.0,,0.0,0.0,0.0,24.5,38,0.17792159069592947
2015-01-11_EV4729,2015-01-11,EV,ORD,CVG,14:20,0.45718718555464377,0,none,-6.0,167.0,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_EV5924,2015-01-11,EV,ORD,TYS,14:40,0.4568730516835072,0,none,-14.0,157.0,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_EV5939,2015-01-11,EV,ORD,SAV,13:30,0.4564594089751266,0,none,-8.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-10_US783,2015-01-10,US,ORD,PHL,16:00,0.4563817010984393,1,late_aircraft,-8.0,57.0,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-11_UA1544,2015-01-11,UA,DEN,LGA,15:40,0.45604980303992926,1,none,33.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_OO6191,2015-01-11,OO,DEN,BFL,11:14,0.45600726857694046,0,none,16.0,185.0,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_WN1126,2015-01-11,WN,DEN,AUS,15:45,0.4559435840025121,0,none,48.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_OO5413,2015-01-11,OO,ORD,MKE,14:19,0.45566351908418673,0,none,-7.0,100.0,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_OO6536,2015-01-11,OO,DEN,SBA,18:50,0.4553019142160825,1,none,0.0,,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-11_EV4165,2015-01-11,EV,ORD,FNT,13:20,0.4552286439486133,1,none,-20.0,156.0,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-10_EV5998,2015-01-10,EV,ORD,LIT,13:05,0.4549031481583239,0,none,-12.0,163.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_WN137,2015-01-11,WN,DEN,STL,19:35,0.4548102642546996,0,none,3.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_OO4986,2015-01-11,OO,ORD,BNA,13:45,0.45480503485109075,0,none,-6.0,234.0,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_UA593,2015-01-11,UA,ORD,LAS,09:58,0.45470417699330157,0,nas,-27.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_UA1061,2015-01-11,UA,DEN,SNA,19:06,0.4545779053967158,0,none,-2.0,193.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_NK927,2015-01-11,NK,ORD,MCO,10:06,0.45455976067898024,0,none,-18.0,40.0,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-11_WN174,2015-01-11,WN,DEN,OKC,19:30,0.4543543735530321,0,none,0.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_UA379,2015-01-11,UA,ORD,FLL,09:57,0.4542798342748116,0,none,-12.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_EV3274,2015-01-11,EV,ORD,ERI,13:08,0.4540303406996718,0,none,-9.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_F91063,2015-01-11,F9,ORD,SLC,15:40,0.4538905899881406,1,carrier,-2.0,350.0,0.0,0.0,0.0,22.0,54,0.6468767585818795
2015-01-11_AA2345,2015-01-11,AA,ORD,DFW,17:37,0.45388989673364716,1,weather,-22.0,,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_UA338,2015-01-11,UA,DEN,DFW,19:55,0.4538266369781903,1,none,5.0,248.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_AA390,2015-01-11,AA,ORD,RDU,14:55,0.4535224594871966,0,none,14.0,242.0,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-10_WN3949,2015-01-10,WN,DEN,AUS,17:15,0.453395462162233,0,none,113.0,,0.0,0.0,0.0,14.4,25,0.20382824624935333
2015-01-11_AA111,2015-01-11,AA,ORD,SNA,17:20,0.45333941183796567,1,weather,-23.0,378.0,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_AA231,2015-01-11,AA,ORD,LAS,13:25,0.45320392906477297,0,none,0.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_EV5953,2015-01-11,EV,ORD,CID,12:00,0.4531852896252148,0,none,-8.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-11_UA1670,2015-01-11,UA,DEN,SFO,15:40,0.45313577663256505,1,carrier,33.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_OO5566,2015-01-11,OO,ORD,ATL,14:39,0.453131472881447,0,none,-7.0,166.0,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_WN2244,2015-01-11,WN,DEN,SNA,21:00,0.45307418936272426,0,none,17.0,,0.0,0.07,0.0,9.7,26,0.23706673564407657
2015-01-11_AA985,2015-01-11,AA,ORD,MIA,14:50,0.45306494897482547,0,none,0.0,,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_UA1751,2015-01-11,UA,ORD,IAH,09:50,0.45283485624471587,0,none,-6.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-10_WN4348,2015-01-10,WN,DEN,MDW,19:55,0.45280914072108475,0,none,119.0,,0.0,0.0,0.0,14.8,19,0.11174340403517848
2015-01-10_EV4096,2015-01-10,EV,ORD,CHS,13:38,0.45279734300938296,0,none,8.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-10_WN4207,2015-01-10,WN,DEN,PDX,20:10,0.45259298218876504,0,none,70.0,,0.0,0.0,0.0,17.3,19,0.11174340403517848
2015-01-11_EV4756,2015-01-11,EV,ORD,GRB,13:10,0.45253971074940275,0,none,-18.0,136.0,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-10_EV5795,2015-01-10,EV,ORD,SAV,13:30,0.45252228401308153,0,none,-7.0,168.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_AA1644,2015-01-11,AA,ORD,SNA,13:45,0.4524899068812505,0,none,0.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_DL1283,2015-01-11,DL,DEN,SLC,19:20,0.45228400804334423,0,none,34.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_OO5518,2015-01-11,OO,DEN,ONT,18:45,0.45227006995702257,1,carrier,0.0,,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-10_WN3640,2015-01-10,WN,DEN,OKC,18:25,0.4522336835717797,0,none,37.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_AA198,2015-01-11,AA,ORD,JFK,13:00,0.4521745829824233,0,none,0.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_WN699,2015-01-11,WN,DEN,MKE,19:30,0.4521319142815802,1,carrier,-18.0,330.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_AA374,2015-01-11,AA,ORD,LGA,12:25,0.45208623289264444,0,none,11.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-11_UA403,2015-01-11,UA,DEN,SNA,11:16,0.45202284009267396,0,none,-15.0,74.0,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_NK219,2015-01-11,NK,ORD,ATL,10:44,0.45190498626273057,0,none,6.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-10_OO5359,2015-01-10,OO,ORD,PAH,13:10,0.4519032466278077,0,none,-4.0,125.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-10_EV3947,2015-01-10,EV,ORD,LAN,13:15,0.4518890504458992,0,none,-6.0,69.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_OO5649,2015-01-11,OO,DEN,BUR,18:55,0.4518588710619234,1,carrier,11.0,473.0,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-11_OO5369,2015-01-11,OO,ORD,STC,11:40,0.45181451404874473,0,none,-9.0,,0.0,0.0,0.0,24.5,38,0.17792159069592947
2015-01-10_AA2271,2015-01-10,AA,ORD,LAX,17:40,0.4517177790266952,1,weather,-11.0,398.0,0.0,0.0,0.0,32.4,24,0.03442130932282874
2015-01-11_OO5359,2015-01-11,OO,ORD,PAH,13:10,0.45159558385041176,0,none,-11.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_EV4226,2015-01-11,EV,ORD,PVD,13:25,0.45155762452965575,0,none,-16.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_WN1803,2015-01-11,WN,DEN,MCO,11:45,0.45150915109557216,0,none,0.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_UA1690,2015-01-11,UA,DEN,SFO,11:30,0.4514311337988662,0,nas,1.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_AA186,2015-01-11,AA,ORD,BOS,11:40,0.4514093908964323,0,none,-8.0,274.0,0.0,0.0,0.0,24.5,38,0.17792159069592947
2015-01-11_WN2232,2015-01-11,WN,DEN,GRR,11:35,0.4513391775277053,0,none,0.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-10_AA197,2015-01-10,AA,ORD,SFO,13:55,0.45133201630721287,1,late_aircraft,-8.0,165.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_OO6379,2015-01-11,OO,ORD,AUS,13:00,0.451313600493789,0,none,-7.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_AA2224,2015-01-11,AA,ORD,LAS,09:25,0.4512777666989896,1,carrier,17.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_WN4345,2015-01-11,WN,DEN,SFO,12:00,0.45116211003393564,1,nas,13.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_B6494,2015-01-11,B6,DEN,BOS,12:40,0.4510893431866214,0,none,0.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_AA2216,2015-01-11,AA,ORD,LAX,12:55,0.4509990203039887,0,none,-10.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-11_AA1044,2015-01-11,AA,ORD,MIA,12:05,0.4509697023461788,0,none,0.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-11_OO5517,2015-01-11,OO,DEN,PSP,18:45,0.4508240146758494,0,none,0.0,,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-11_WN4830,2015-01-11,WN,DEN,HOU,19:25,0.45081418656231964,1,late_aircraft,-2.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_EV3948,2015-01-11,EV,ORD,DSM,11:55,0.4507318171758371,1,nas,-21.0,,0.0,0.0,0.0,24.5,38,0.17792159069592947
2015-01-10_EV4730,2015-01-10,EV,ORD,DAY,13:10,0.4506697661974781,1,none,0.0,183.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_AA2321,2015-01-11,AA,ORD,DFW,12:19,0.45054109206255666,0,none,9.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-10_OO5393,2015-01-10,OO,ORD,FWA,13:10,0.4505234255696749,0,none,0.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_WN2248,2015-01-11,WN,DEN,MKE,10:20,0.4504698888006283,0,none,130.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_US2058,2015-01-11,US,ORD,PHL,16:00,0.45046309595811124,0,nas,-1.0,,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_OO5393,2015-01-11,OO,ORD,FWA,13:10,0.450110341936447,0,none,-23.0,167.0,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_NK976,2015-01-11,NK,DEN,DTW,19:59,0.45002405134618945,0,none,0.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_EV5918,2015-01-11,EV,ORD,SCE,14:40,0.4499300135632179,1,carrier,-9.0,,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_EV4213,2015-01-11,EV,ORD,HPN,13:40,0.449905369742761,0,none,-19.0,210.0,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_UA579,2015-01-11,UA,DEN,BIL,11:10,0.44986470599694867,0,none,0.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-10_AA111,2015-01-10,AA,ORD,SNA,17:20,0.44983943986280306,0,none,-13.0,314.0,0.0,0.0,0.0,32.4,24,0.03442130932282874
2015-01-11_UA723,2015-01-11,UA,DEN,SJC,19:02,0.44976666559464534,0,none,-3.0,201.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_MQ3283,2015-01-11,MQ,ORD,DAY,07:55,0.4497400992907524,0,none,35.0,,0.0,0.0,0.0,25.9,28,0.0535546801725755
2015-01-11_WN1629,2015-01-11,WN,DEN,MSY,19:25,0.4492975798233423,1,nas,-4.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_EV6023,2015-01-10,EV,ORD,CWA,13:07,0.449115655685843,0,none,0.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_OO5370,2015-01-11,OO,ORD,MBS,08:15,0.4490650500665176,0,none,52.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_UA453,2015-01-11,UA,DEN,BOI,19:01,0.44904744737989394,0,none,-6.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_UA1272,2015-01-11,UA,DEN,SEA,11:19,0.4490444085114506,0,none,-9.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-10_WN4237,2015-01-10,WN,DEN,IAD,16:40,0.4488809180259868,1,late_aircraft,48.0,,0.0,0.0,0.0,13.3,23,0.188178996378686
2015-01-11_MQ3027,2015-01-11,MQ,ORD,MSN,07:35,0.44887707472482813,0,none,53.0,,0.0,0.0,0.0,25.9,28,0.0535546801725755
2015-01-10_AA344,2015-01-10,AA,DEN,MIA,17:15,0.44880889355539066,0,none,65.0,,0.0,0.0,0.0,14.4,25,0.20382824624935333
2015-01-10_US1916,2015-01-10,US,ORD,CLT,18:25,0.44874394939418966,1,none,0.0,,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-10_EV5934,2015-01-10,EV,ORD,SCE,13:09,0.4484240777131416,0,none,6.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-10_EV4457,2015-01-10,EV,ORD,LEX,13:10,0.44841112389921856,1,none,4.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-10_OO5408,2015-01-10,OO,ORD,EAU,13:10,0.44838979283170677,0,none,-15.0,88.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_OO5162,2015-01-11,OO,DEN,LIT,19:51,0.4481110353187069,1,late_aircraft,0.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_NK357,2015-01-11,NK,ORD,LAS,09:35,0.4477163842428146,0,none,9.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_UA295,2015-01-11,UA,DEN,RNO,11:12,0.447614280597172,0,none,-1.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_EV6018,2015-01-11,EV,DEN,BNA,19:41,0.4475506424518057,0,nas,2.0,259.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_OO5507,2015-01-10,OO,DEN,ASE,19:10,0.44741483763569523,0,none,78.0,,0.0,0.0,0.0,14.8,19,0.11174340403517848
2015-01-10_EV6153,2015-01-10,EV,ORD,CVG,13:15,0.44737926687816504,1,carrier,-14.0,151.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-10_AA2345,2015-01-10,AA,ORD,DFW,17:37,0.4467637948525564,1,late_aircraft,-16.0,330.0,0.0,0.0,0.0,32.4,24,0.03442130932282874
2015-01-10_EV5940,2015-01-10,EV,ORD,BNA,13:45,0.44675783420601467,0,none,-12.0,173.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-10_DL2149,2015-01-10,DL,DEN,MSP,16:00,0.44660203668681514,0,none,217.0,,32.0,0.0,0.0,13.3,23,0.188178996378686
2015-01-11_US893,2015-01-11,US,ORD,CLT,09:00,0.446588080716939,0,none,94.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_WN2496,2015-01-11,WN,DEN,PHX,16:00,0.4459658634733037,0,none,32.0,,0.0,0.0,0.0,5.4,12,0.053414381789963786
2015-01-11_EV4730,2015-01-11,EV,ORD,DAY,10:40,0.44579075611475744,1,carrier,-1.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-10_WN4319,2015-01-10,WN,DEN,PHX,16:45,0.4455511329065228,0,none,71.0,,0.0,0.0,0.0,13.3,23,0.188178996378686
2015-01-11_US481,2015-01-11,US,DEN,PHL,11:10,0.44549800045063725,0,none,26.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_UA301,2015-01-11,UA,DEN,LAS,11:15,0.4448701761170031,1,nas,1.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_AA366,2015-01-11,AA,ORD,LGA,14:15,0.4448552213799718,0,none,-2.0,200.0,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_WN4194,2015-01-11,WN,DEN,SLC,10:35,0.44474659903682184,0,none,42.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_UA1139,2015-01-11,UA,DEN,PHX,12:04,0.44471262686101737,1,late_aircraft,-1.0,157.0,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_UA349,2015-01-11,UA,DEN,TPA,12:41,0.4443018766002493,0,none,-4.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_UA754,2015-01-11,UA,DEN,LGA,12:34,0.44424816624618296,0,none,-18.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_WN161,2015-01-11,WN,DEN,DAY,11:35,0.44420450384983756,0,none,-17.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-10_OO5382,2015-01-10,OO,ORD,MBS,13:15,0.444177563947679,1,none,-7.0,172.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_WN4333,2015-01-11,WN,DEN,PDX,12:05,0.4439388444338008,0,none,-6.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_OO5227,2015-01-11,OO,ORD,CLT,13:16,0.44392864998744264,0,none,5.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-10_NK720,2015-01-10,NK,DEN,DFW,20:55,0.4439071373147286,1,late_aircraft,126.0,,0.0,0.0,0.0,17.3,19,0.11174340403517848
2015-01-11_EV6050,2015-01-11,EV,ORD,DTW,14:15,0.4438134318188359,0,none,-20.0,273.0,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-10_EV4250,2015-01-10,EV,ORD,HPN,13:40,0.4437183175244183,0,none,-7.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_UA1175,2015-01-11,UA,ORD,PDX,08:05,0.44367645666951605,1,none,408.0,,223.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_OO5253,2015-01-11,OO,DEN,SGF,19:50,0.44365684087232393,0,nas,12.0,193.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_OO5545,2015-01-11,OO,DEN,ELP,19:40,0.44362342087131446,1,nas,0.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_UA1575,2015-01-10,UA,DEN,ORD,15:20,0.4435550845780622,1,late_aircraft,62.0,,0.0,0.0,0.0,10.8,32,0.36277806518365235
2015-01-11_F9581,2015-01-11,F9,DEN,SLC,21:30,0.4435330175702357,0,none,24.0,60.0,0.0,0.07,0.0,9.7,26,0.23706673564407657
2015-01-10_AA2267,2015-01-10,AA,ORD,DCA,17:23,0.4433922692959918,1,carrier,-14.0,229.0,0.0,0.0,0.0,32.4,24,0.03442130932282874
2015-01-11_WN4146,2015-01-11,WN,DEN,PDX,20:35,0.4431668860753753,1,carrier,0.0,,0.0,0.0,0.0,6.8,14,0.06660631143300569
2015-01-11_WN1537,2015-01-11,WN,DEN,PHL,18:05,0.4431632325489855,1,carrier,-6.0,,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-10_AA231,2015-01-10,AA,ORD,LAS,13:25,0.4430996848838364,1,none,0.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_WN4247,2015-01-11,WN,DEN,TUS,12:45,0.443034817925494,0,none,0.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_OO6516,2015-01-11,OO,DEN,FCA,18:50,0.4427722147093782,1,none,-2.0,196.0,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-11_WN4278,2015-01-11,WN,DEN,MSP,10:05,0.44261465479206374,0,none,51.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_EV6064,2015-01-11,EV,ORD,ATW,14:46,0.44260867922095987,0,none,-22.0,188.0,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_WN361,2015-01-11,WN,DEN,MSP,19:30,0.4424832442757915,1,late_aircraft,-3.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_EV6144,2015-01-10,EV,ORD,ABE,13:25,0.44237304298011987,0,none,-18.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_AA278,2015-01-11,AA,ORD,PHX,12:10,0.4423048072586602,0,none,-5.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-11_AA368,2015-01-11,AA,ORD,LGA,13:20,0.4422513739122196,0,none,-21.0,226.0,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_UA1108,2015-01-11,UA,DEN,BIL,19:04,0.44223989209154246,0,none,-7.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_EV5981,2015-01-11,EV,ORD,GRB,09:47,0.44222819869352453,0,nas,3.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_F9216,2015-01-11,F9,DEN,AUS,15:53,0.44220804460835905,1,late_aircraft,153.0,276.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_EV5912,2015-01-11,EV,DEN,DIK,19:52,0.4421425174061565,0,none,0.0,196.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_WN282,2015-01-11,WN,DEN,HOU,11:00,0.4421384866884978,0,carrier,-22.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_AA1471,2015-01-11,AA,DEN,DFW,10:34,0.44213315740596415,0,none,87.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-10_AA1065,2015-01-10,AA,ORD,BOS,13:00,0.4420990669423699,0,none,0.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_AA2246,2015-01-11,AA,ORD,PBI,10:10,0.44189006310381274,0,none,-8.0,46.0,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-11_UA458,2015-01-11,UA,DEN,BZN,18:45,0.44158043786995155,1,carrier,-14.0,,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-11_WN827,2015-01-11,WN,DEN,JAX,13:55,0.4414971975483298,0,none,12.0,,0.0,0.07,0.0,6.1,25,0.20382824624935333
2015-01-10_EV6069,2015-01-10,EV,ORD,PWM,13:15,0.44140962477768403,0,none,-4.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_OO5178,2015-01-11,OO,ORD,AUS,08:33,0.4412924344196759,0,none,229.0,,44.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-10_EV6084,2015-01-10,EV,DEN,FAR,18:20,0.4411887908262302,0,none,38.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_AA1685,2015-01-11,AA,ORD,MCO,12:55,0.44114810313906383,0,none,-4.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-11_WN4655,2015-01-11,WN,DEN,SJC,12:10,0.44087707176333263,0,none,5.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_DL1717,2015-01-11,DL,ORD,MSP,17:19,0.440786050093284,1,late_aircraft,11.0,,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_AA1074,2015-01-11,AA,ORD,FLL,14:55,0.4405485981976679,0,none,-7.0,219.0,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_OO6538,2015-01-11,OO,DEN,IDA,18:46,0.4403467050554829,1,carrier,4.0,354.0,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-10_NK853,2015-01-10,NK,ORD,DEN,21:40,0.4403170684747946,0,none,-7.0,,0.0,0.0,0.0,36.0,10,0.020165072219095855
2015-01-11_DL1493,2015-01-11,DL,ORD,DTW,16:35,0.44020887232472494,0,none,-9.0,,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_OO6274,2015-01-11,OO,DEN,FAT,18:45,0.440192816181846,0,none,-3.0,115.0,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-11_UA277,2015-01-11,UA,DEN,SFO,14:55,0.4399748988640487,0,none,10.0,54.0,0.0,0.07,0.0,5.0,27,0.28854112778065183
2015-01-11_AA1491,2015-01-11,AA,DEN,DFW,19:28,0.43990804500743447,0,nas,13.0,193.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_OO5624,2015-01-11,OO,DEN,PSC,11:15,0.4396570019998698,0,none,12.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-10_OO6486,2015-01-10,OO,DEN,CPR,15:31,0.4395997051401173,0,none,54.0,197.0,0.0,0.0,0.0,10.8,32,0.36277806518365235
2015-01-11_OO4969,2015-01-11,OO,ORD,PIA,09:50,0.43956448033888107,0,none,12.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_EV6171,2015-01-11,EV,DEN,GUC,11:06,0.43956139438365455,0,none,0.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_US563,2015-01-11,US,ORD,PHX,17:05,0.4393764592637556,0,none,0.0,,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_EV4273,2015-01-11,EV,ORD,MCI,10:00,0.4393370656260721,0,none,-10.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-11_AA313,2015-01-11,AA,DEN,DFW,12:10,0.4392728321912565,0,nas,15.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_UA696,2015-01-11,UA,DEN,SAT,12:30,0.4391727308886835,0,none,-14.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_UA675,2015-01-11,UA,ORD,DEN,08:15,0.43899542241856093,0,none,272.0,,87.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_OO5599,2015-01-11,OO,DEN,MFR,19:47,0.438982345051509,1,carrier,-4.0,419.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_OO5408,2015-01-11,OO,ORD,MKG,09:45,0.43858554610617906,0,none,8.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
